id_venta,fecha,producto,categoria,precio_unitario,cantidad,total,region,cliente_id
4286,2024-09-03 01:35:31,Tablet,Electrónica,1499.02,4,5996.08,Oeste,500d2802-0ef9-4e76-a6df-b648744e06f9
4287,2024-11-18 16:34:06,Laptop,Electrónica,197.89,3,593.67,Este,16a67ca5-07ad-48ba-8d7d-301ab5d214b8
4288,2024-08-09 14:57:15,Laptop,Electrónica,221.28,5,1106.4,Norte,c705f7da-847f-4f3f-90fb-5fe8fcdfa227
4289,2025-01-10 15:26:34,Audífonos,Accesorios,46.33,2,92.66,Este,ec9e0df6-4f44-40fe-8286-33ff96e772d7
4290,2024-08-05 13:04:35,Monitor,Electrónica,409.59,3,1228.77,Centro,7017dc36-3309-45d2-a366-b0e561f82d13
4291,2025-05-21 02:56:50,Laptop,Electrónica,618.28,5,3091.4,Oeste,539fc8ad-b314-4fd6-8364-b2afe1f84df3
4292,2025-06-04 02:16:09,Bocina,Audio,794.82,3,2384.46,Centro,b415cb42-eb24-45df-974a-8cc2c76b8e85
4293,2025-04-09 06:55:59,Teléfono,Electrónica,1056.47,3,3169.41,Sur,35054962-02f5-4e47-a0dc-21479cf31ee9
4294,2024-08-08 09:45:21,Bocina,Audio,1485.43,2,2970.86,Sur,657fd554-055e-4f98-8813-7da1684bce65
4295,2024-12-02 08:47:43,Teclado,Accesorios,456.64,5,2283.2,Norte,3ea6fc68-7b33-4950-a6ab-3749f95009e2
4296,2024-09-07 02:01:55,Mouse,Accesorios,1197.45,1,1197.45,Norte,ed8b820f-e62d-441c-bb9c-c05cc88a8151
4297,2025-05-08 13:30:47,Teléfono,Electrónica,894.27,4,3577.08,Este,ab973801-11c8-4df5-99bd-9c6c17880137
4298,2025-03-22 13:43:44,Mouse,Accesorios,893.27,2,1786.54,Norte,7f68a252-f4f2-4dc2-bd5a-ce832a6514dd
4299,2024-10-11 22:17:02,Tablet,Electrónica,1334.14,4,5336.56,Centro,18828f7a-2149-405c-80b9-fade4c972f8e
4300,2025-05-24 05:01:36,Tablet,Electrónica,563.81,2,1127.62,Este,94841077-9222-4798-b553-299d86dd18e3
4301,2024-11-06 18:20:38,Tablet,Electrónica,256.02,1,256.02,Norte,0fe61e8b-58f9-411f-ae54-7d6757c9ff5d
4302,2025-04-21 05:26:48,Mouse,Accesorios,767.58,5,3837.9,Centro,007ef834-3431-4b52-905a-adf93a391b7f
4303,2024-12-29 03:10:14,Monitor,Electrónica,501.47,2,1002.94,Norte,0a93d36c-3b2f-4cd4-88a2-194aaad1bad8
4304,2024-10-24 00:53:49,Cargador,Accesorios,1147.38,1,1147.38,Sur,30d3b1c5-6723-4407-bd9c-25b04f67d90d
4305,2024-10-13 17:59:32,Audífonos,Accesorios,130.07,1,130.07,Este,c1bda6ed-cb30-4646-b9d0-09dc943da327
4306,2025-05-12 14:54:19,Laptop,Electrónica,710.3,1,710.3,Sur,5b548517-9f69-4fce-81bd-31b9d011c7a6
4307,2025-05-13 18:34:42,Laptop,Electrónica,901.2,1,901.2,Este,64862669-ca7f-4fd4-9c93-c72684081426
4308,2025-02-28 05:48:40,Mouse,Accesorios,1252.94,5,6264.7,Norte,6f7fe7a3-8270-4263-a445-bdf6d40b20e9
4309,2024-07-20 16:01:25,Bocina,Audio,416.44,2,832.88,Este,8970a83a-c015-403c-94f2-9bbb01943fc5
4310,2024-08-09 10:42:00,Monitor,Electrónica,794.53,3,2383.59,Sur,8a4c965f-b86b-47e1-ae9a-e133474fd0af
4311,2024-06-28 13:35:24,Teléfono,Electrónica,326.86,5,1634.3,Este,edb63429-f666-4dc3-9040-5278e374a7ac
4312,2025-04-02 07:50:03,Cargador,Accesorios,1404.68,1,1404.68,Oeste,cbd90d35-2972-4014-a533-1a2a0bc5ff66
4313,2025-05-08 10:11:54,Bocina,Audio,1004.24,5,5021.2,Este,b7aa07a1-89ab-404b-85c1-e3956ccf045f
4314,2024-11-05 19:02:55,Audífonos,Accesorios,704.7,1,704.7,Sur,e00abc6e-7de4-4196-8623-5c0d8eb516bc
4315,2025-04-06 12:56:25,Teléfono,Electrónica,1288.9,1,1288.9,Este,3d40a493-3547-40a2-b3af-fa302c119bdf
4316,2025-02-02 02:39:52,Audífonos,Accesorios,1070.14,3,3210.42,Este,0bf6d117-da18-4091-bd64-7de46a0a0ee3
4317,2025-04-14 01:39:58,Tablet,Electrónica,1319.86,1,1319.86,Oeste,49e1061a-ed68-4cdc-99d0-42fe8edb08bd
4318,2025-01-22 23:35:06,Mouse,Accesorios,188.22,2,376.44,Centro,cc36d7e2-9ffa-43ae-9da9-22b871cf7803
4319,2024-11-01 15:13:57,Teclado,Accesorios,530.91,5,2654.55,Norte,7bfdc942-34ef-4099-88a3-bd11d47fff58
4320,2024-11-10 00:35:53,Teclado,Accesorios,782.38,5,3911.9,Oeste,0b4cf403-ec88-4ddb-b09b-104198d12031
4321,2025-04-11 22:46:39,Cargador,Accesorios,393.32,5,1966.6,Sur,43e8fb60-5911-4967-a36c-0eb7e7d4fefe
4322,2024-07-15 04:07:43,Mouse,Accesorios,285.35,2,570.7,Este,af3705a6-8241-4458-8685-c3b0cfc2db37
4323,2025-01-13 02:10:49,Monitor,Electrónica,1450.68,3,4352.04,Sur,a75d585c-f1b7-44e0-b424-331b63cb05d6
4324,2025-05-09 01:03:50,Bocina,Audio,1111.74,3,3335.22,Este,fde92b7c-edd5-44c8-8661-86c4ff130229
4325,2024-08-12 00:43:23,Webcam,Accesorios,1027.73,2,2055.46,Oeste,87ff39d0-798d-40a1-b268-1a7e2e9c9621
4326,2025-05-03 04:57:23,Laptop,Electrónica,147.79,2,295.58,Oeste,0f8e0bd3-ea98-4dab-85fd-94b76c974e73
4327,2025-05-06 04:10:55,Bocina,Audio,539.89,5,2699.45,Este,d806870d-b52d-46cd-8fa5-00fd900aba1f
4328,2024-12-04 08:14:17,Laptop,Electrónica,493.57,2,987.14,Sur,fe8eb6ab-1041-4097-9fb0-7a8930b5f741
4329,2024-08-05 23:54:41,Laptop,Electrónica,217.72,1,217.72,Norte,e0d673bc-ad65-4a75-bb59-1d1461f019fb
4330,2025-04-04 21:42:59,Laptop,Electrónica,1307.18,1,1307.18,Oeste,eb546890-a943-4d8e-b8e6-13c209c7d1d2
4331,2024-11-17 09:44:28,Cargador,Accesorios,758.39,2,1516.78,Norte,07c0d84c-d2ce-45b2-8a87-03e3dc78ff63
4332,2025-06-22 06:42:13,Cargador,Accesorios,1409.21,1,1409.21,Oeste,d8c83bab-6dca-44ed-aab2-9fa9f5919b0f
4333,2025-03-21 14:42:14,Teclado,Accesorios,319.72,2,639.44,Norte,35f217a3-c943-4e79-9b47-2ff514fa3472
4334,2025-03-25 17:47:03,Mouse,Accesorios,1396.59,2,2793.18,Norte,33f6022a-ae3f-4e9b-adcb-4bb494d80112
4335,2024-11-20 02:13:50,Teléfono,Electrónica,189.36,1,189.36,Oeste,b91fdf5c-a2cc-43a7-8221-1dc56e224949
4336,2024-11-21 22:52:39,Teléfono,Electrónica,587.11,5,2935.55,Norte,a7396a3a-fb1f-4b6e-8d8d-c2f6c7583cf2
4337,2025-04-22 22:11:46,Teléfono,Electrónica,556.81,1,556.81,Norte,f56c92ad-780c-4bbe-ba8d-aaea1a237882
4338,2025-03-13 06:01:29,Monitor,Electrónica,1144.77,1,1144.77,Oeste,b989b333-69e2-4b08-9329-3c31d2fd4c8c
4339,2024-11-14 10:52:46,Teclado,Accesorios,787.79,1,787.79,Norte,a00deffc-86a1-4a77-bb6b-13136ce2742d
4340,2024-08-23 13:24:46,Bocina,Audio,53.83,3,161.49,Oeste,cc5025eb-3980-4ae5-981c-fa37ee57792d
4341,2024-08-25 23:50:43,Cargador,Accesorios,649.9,2,1299.8,Centro,3f26157f-487d-4374-bf84-2abf349e425c
4342,2024-09-17 18:06:26,Audífonos,Accesorios,137.77,3,413.31,Sur,cfd5a41c-264d-4938-aabe-f382bda39333
4343,2025-03-09 02:41:14,Monitor,Electrónica,1398.4,5,6992.0,Centro,4b6679a4-07e0-4e27-b510-fad97a02229f
4344,2024-07-05 12:10:00,Teclado,Accesorios,1115.58,5,5577.9,Sur,e2666f2b-97f0-4de4-835a-2bd3967af12f
4345,2024-12-03 04:50:20,Cargador,Accesorios,1309.06,2,2618.12,Este,0adc4c57-93dc-4169-b116-1edb1b94168e
4346,2024-11-19 08:59:44,Bocina,Audio,885.72,5,4428.6,Oeste,5296e7fd-a524-45b2-b927-996896a85aa5
4347,2024-08-20 19:06:43,Bocina,Audio,1273.26,5,6366.3,Centro,037458d3-2058-44ff-b66a-59f165ba6a33
4348,2024-09-01 15:34:13,Cargador,Accesorios,212.12,3,636.36,Este,b1c1c180-a985-42f0-88ac-0fe14b7bed81
4349,2025-01-05 14:52:16,Teléfono,Electrónica,1362.82,3,4088.46,Centro,ac289afe-bba7-4eea-9d22-6f0aaf005f4d
4350,2025-02-28 22:18:16,Teléfono,Electrónica,91.11,4,364.44,Norte,1a7adb04-3616-4450-b384-a6f9318897e1
4351,2024-08-31 10:57:46,Cargador,Accesorios,1066.77,3,3200.31,Este,5258510e-b9b6-4cf4-b03e-0d6419df81c4
4352,2025-02-02 01:11:58,Teclado,Accesorios,102.95,5,514.75,Oeste,115a413b-dc81-4e15-945c-9868be7e7ada
4353,2025-02-21 17:26:16,Monitor,Electrónica,69.13,2,138.26,Centro,27575e67-2e5f-4595-ad1a-60d4d13e5c6d
4354,2025-04-10 08:40:16,Teclado,Accesorios,137.49,3,412.47,Sur,c18e6d0f-41f1-4329-a1b9-7ea75ea8ff43
4355,2025-04-24 06:37:05,Cargador,Accesorios,253.78,5,1268.9,Este,5775b7bc-25ad-46f1-b32c-f02a946ea254
4356,2025-06-22 07:12:00,Tablet,Electrónica,37.6,1,37.6,Este,ba56f09a-1732-4760-8048-c276e6c43655
4357,2025-01-13 11:40:24,Monitor,Electrónica,1268.13,2,2536.26,Norte,c3552547-4b85-401a-b9b5-ea8f613b0c36
4358,2025-01-29 20:04:11,Teclado,Accesorios,310.51,1,310.51,Oeste,c83d2407-5223-45cf-a1ef-c0fc3cb416b6
4359,2024-07-16 19:30:29,Bocina,Audio,651.4,4,2605.6,Oeste,bd351e5d-0da7-4ed5-9e70-a00d6834e4e9
4360,2025-05-02 07:01:36,Webcam,Accesorios,804.25,3,2412.75,Oeste,0358829d-c1f1-4856-8df2-ab8da8672dfe
4361,2024-11-23 03:36:32,Teléfono,Electrónica,1467.25,5,7336.25,Este,72360ecd-b175-438b-ab91-a780c243481b
4362,2024-07-18 17:28:20,Mouse,Accesorios,646.83,4,2587.32,Norte,d7befce3-c4ef-4e6f-89aa-ce2c2d2915de
4363,2024-11-30 08:37:33,Audífonos,Accesorios,671.88,3,2015.64,Este,273d9b84-b344-47a9-b5a8-c7bdd794d4f7
4364,2025-03-03 19:14:10,Mouse,Accesorios,425.49,4,1701.96,Norte,89c99fe1-e742-4dc5-b33c-74247a681dfd
4365,2024-06-30 11:30:02,Laptop,Electrónica,770.74,1,770.74,Este,46c01ce5-c0f5-429a-8d86-41f49433b874
4366,2024-10-24 00:46:11,Mouse,Accesorios,1071.84,1,1071.84,Este,b758cdd5-0f39-4c20-ad5f-d6b7db430ce2
4367,2024-09-13 05:41:33,Monitor,Electrónica,532.56,3,1597.68,Sur,7296efce-5722-47d5-b0b4-256b3d50f1bd
4368,2024-09-22 09:29:35,Cargador,Accesorios,1174.69,3,3524.07,Norte,5aed08ef-cae3-4d30-a185-a555676d7f53
4369,2024-07-15 01:09:45,Bocina,Audio,890.85,1,890.85,Sur,d93e0abb-06e8-462c-9034-4772d83e180d
4370,2025-03-06 10:43:10,Audífonos,Accesorios,959.56,1,959.56,Sur,f118d052-06b5-45b8-843f-1af70d14238e
4371,2024-12-09 15:12:27,Teclado,Accesorios,1201.06,3,3603.18,Este,2013a99a-5509-44cb-a23b-b8df6e8c9ebd
4372,2025-01-02 15:21:03,Cargador,Accesorios,649.15,5,3245.75,Norte,6dd6a651-17d2-47f0-ac3c-f18329efde3d
4373,2025-01-12 07:59:54,Mouse,Accesorios,1029.17,4,4116.68,Centro,74305488-9f0f-45ca-b84e-e1356ac4a8e8
4374,2025-04-30 13:08:40,Teclado,Accesorios,682.25,4,2729.0,Centro,443454fb-3ae0-45f1-9d57-72e699cab93b
4375,2024-07-24 02:33:23,Webcam,Accesorios,1347.64,3,4042.92,Centro,298891ff-dada-493e-aac3-79c265f01e66
4376,2024-12-04 13:54:55,Audífonos,Accesorios,858.38,4,3433.52,Norte,83bcdc14-b464-41f3-87fe-8ba9be06024c
4377,2024-08-12 01:50:13,Audífonos,Accesorios,1474.37,5,7371.85,Centro,0b25dd71-d82f-4d39-a500-1c6e68c62547
4378,2025-04-21 18:28:28,Monitor,Electrónica,95.13,2,190.26,Sur,c80199b9-ab1a-4b5a-b9d4-72434ec07eb4
4379,2025-06-10 05:48:28,Webcam,Accesorios,704.0,3,2112.0,Sur,bedef0fc-93d5-4ea1-bfa7-5a7a836e2cf5
4380,2025-03-31 18:06:50,Cargador,Accesorios,472.23,1,472.23,Norte,a8be79fb-c2b5-4380-a848-6b039f21f0a5
4381,2025-01-15 13:01:05,Cargador,Accesorios,1207.02,1,1207.02,Norte,a8adaa7d-82b8-440c-808b-6c17c9a44280
4382,2024-12-08 12:05:42,Mouse,Accesorios,257.2,5,1286.0,Sur,30a6f5a3-35c4-42b0-a560-b714ebe9c41a
4383,2025-04-06 07:22:27,Webcam,Accesorios,14.73,2,29.46,Norte,8a88dbab-95b6-4e5a-babb-4fdca0dc9ed7
4384,2024-10-07 15:48:38,Bocina,Audio,863.11,2,1726.22,Norte,4933a704-de3e-4e99-873d-9d9e85e946c0
4385,2024-12-19 09:42:51,Tablet,Electrónica,381.0,4,1524.0,Centro,ab1e8b83-8341-4621-80ff-4f066cb08b02
4386,2024-08-12 10:37:19,Audífonos,Accesorios,1431.87,1,1431.87,Centro,4bbe3168-fe2f-420e-8514-29864162ca72
4387,2024-12-19 19:25:29,Monitor,Electrónica,740.63,2,1481.26,Sur,b856976e-ff70-436e-8c54-5e806be2b4cd
4388,2025-06-07 15:53:04,Tablet,Electrónica,153.37,3,460.11,Oeste,55e49e8f-0f1d-475b-8dad-93fa99fefd6e
4389,2025-05-02 12:29:30,Cargador,Accesorios,1054.06,1,1054.06,Sur,c6e6b33e-687b-40f8-b78b-2c5dbfe4bf57
4390,2024-11-29 19:58:56,Teclado,Accesorios,164.3,4,657.2,Sur,72840eb5-43bc-4e83-b67c-0836603666d0
4391,2024-10-11 06:43:38,Teclado,Accesorios,742.55,5,3712.75,Oeste,83d1d263-a411-430b-9872-f263d89c9532
4392,2024-10-25 17:51:47,Tablet,Electrónica,752.83,1,752.83,Centro,4b334ff3-888e-471d-bbda-f1bb63a9539c
4393,2024-10-05 10:26:53,Cargador,Accesorios,1081.93,1,1081.93,Oeste,2e6a60b7-85f2-4ad6-8af1-0d60b7c2a95b
4394,2024-12-08 00:07:15,Teclado,Accesorios,1143.14,2,2286.28,Sur,1a00692b-69e5-4102-a228-086c5a7200d4
4395,2024-12-19 02:27:57,Tablet,Electrónica,952.81,1,952.81,Sur,f69aa8d4-a2c4-4358-8491-66bc6cb88a9e
4396,2024-09-09 09:56:16,Tablet,Electrónica,863.98,3,2591.94,Oeste,60d6adab-faa2-496f-8630-4d9e7d0b48c8
4397,2025-03-02 04:15:59,Laptop,Electrónica,783.73,4,3134.92,Norte,efe222ec-5cb3-4f7c-944d-f678c0956a76
4398,2024-11-25 16:05:45,Cargador,Accesorios,974.83,2,1949.66,Este,ba779b13-fab9-451b-a14b-3c83afc25de3
4399,2024-09-30 05:10:03,Audífonos,Accesorios,218.05,3,654.15,Sur,89b5f08f-a69a-4491-96ef-11fcdfad683c
4400,2025-02-18 06:31:26,Teclado,Accesorios,599.02,3,1797.06,Norte,cc77fe84-562b-4383-b783-75ffc5457722
4401,2025-02-02 10:57:47,Mouse,Accesorios,248.45,5,1242.25,Oeste,a03f97d9-6f08-4b17-bb6f-c27485e1214f
4402,2025-02-23 22:25:16,Cargador,Accesorios,1499.91,2,2999.82,Sur,325115a6-5584-4a1f-b27f-07949bf1e213
4403,2025-04-30 21:03:26,Monitor,Electrónica,888.61,1,888.61,Centro,6b1c6349-4648-4d5c-8f32-d5bc23c3b0c2
4404,2024-06-30 09:59:02,Mouse,Accesorios,626.25,1,626.25,Centro,8ebfa5c5-5808-4cc4-8ff7-5438c82893da
4405,2024-11-20 15:28:03,Mouse,Accesorios,1458.52,2,2917.04,Centro,81772a91-54aa-4889-9d85-b50ce2a12bb9
4406,2024-10-04 10:20:05,Audífonos,Accesorios,873.12,2,1746.24,Centro,91e71a3d-01a8-4af0-8681-3bf71ffcaf8c
4407,2024-07-12 10:58:05,Cargador,Accesorios,38.89,2,77.78,Centro,8883439e-504f-4fd5-aa1b-58d6977f2992
4408,2025-02-22 04:31:51,Monitor,Electrónica,278.52,1,278.52,Centro,e6b397b0-a70e-4c6b-b975-69ff14e90297
4409,2024-07-06 09:02:11,Cargador,Accesorios,257.6,3,772.8,Norte,662377c3-ed59-40d2-8609-757dcf8f0d63
4410,2025-03-04 15:06:38,Cargador,Accesorios,1205.1,1,1205.1,Norte,3d94d375-342f-4e33-8051-a101a6ceac1a
4411,2024-11-30 15:14:51,Webcam,Accesorios,810.97,1,810.97,Este,e3006def-30a3-46f2-b863-cbd1c40d84f9
4412,2025-02-25 00:09:31,Webcam,Accesorios,825.08,2,1650.16,Centro,ea09bcd4-da55-4d5e-b816-722042f9ea55
4413,2025-05-19 04:45:55,Monitor,Electrónica,288.57,2,577.14,Oeste,3c76da7e-a8e3-489f-a3dc-65ab305f330a
4414,2025-03-17 12:16:12,Tablet,Electrónica,141.31,4,565.24,Norte,1a215036-702a-4b16-8ede-52a577388b4c
4415,2024-07-27 17:45:16,Laptop,Electrónica,233.59,5,1167.95,Sur,dc46cce9-a95c-4b6e-94ef-463a0623f88c
4416,2024-10-12 10:29:05,Bocina,Audio,1154.57,2,2309.14,Centro,05793e4d-588f-43b5-81a1-763b6c166f74
4417,2025-06-01 08:16:18,Teléfono,Electrónica,1464.94,1,1464.94,Sur,5087f819-038f-4c1d-9591-e7c8156e94be
4418,2024-08-19 10:34:07,Laptop,Electrónica,291.45,2,582.9,Sur,e132b1cd-1be9-4f78-b87a-1ac7ac754a0b
4419,2024-07-26 13:57:51,Tablet,Electrónica,185.62,4,742.48,Centro,f3dc12c3-89ea-47cb-9ad5-429b353f4a67
4420,2024-10-03 08:33:30,Mouse,Accesorios,929.42,4,3717.68,Este,1f0d22f3-ebf7-4b33-ad05-512b9f49865a
4421,2025-04-28 10:36:55,Tablet,Electrónica,906.65,5,4533.25,Este,7e4988c7-d8a2-4e24-bcce-6e4bb3a01942
4422,2025-01-09 01:17:28,Monitor,Electrónica,411.54,4,1646.16,Este,108c34f2-f069-438f-909d-6276d6dd391a
4423,2024-12-13 13:59:11,Webcam,Accesorios,1141.98,3,3425.94,Norte,3f3bc67f-0b92-4e98-8308-b993f152b809
4424,2025-03-23 19:50:30,Teclado,Accesorios,24.24,2,48.48,Sur,da320e97-48f8-417d-97ba-8e81282db8d8
4425,2024-11-08 12:34:27,Audífonos,Accesorios,247.13,1,247.13,Este,7b80bff4-a214-4a44-976f-e54fcfdb7352
4426,2024-09-11 23:08:26,Monitor,Electrónica,1033.11,5,5165.55,Centro,b3fa69c0-8de6-49e3-834a-550ca7e8a305
4427,2025-03-14 12:19:28,Monitor,Electrónica,641.2,3,1923.6,Este,e192ea08-02bd-4f65-9ae5-40219b63b9b5
4428,2024-09-10 03:07:50,Teléfono,Electrónica,1458.43,5,7292.15,Norte,ea51031b-4756-42c9-9cea-5438bba68a70
4429,2025-01-27 16:11:53,Cargador,Accesorios,1307.45,3,3922.35,Centro,c5368ec5-d127-43d7-8f62-100558391260
4430,2025-04-27 18:20:24,Cargador,Accesorios,727.58,4,2910.32,Sur,362bc8a1-05bb-4efe-906c-92280384a0ed
4431,2024-12-23 23:21:20,Audífonos,Accesorios,1492.34,1,1492.34,Norte,fdba199e-5579-4236-ad46-40beb1db0edd
4432,2024-08-19 22:39:49,Bocina,Audio,1499.52,5,7497.6,Este,3715b919-c978-4dd2-ac8e-97408a168a4a
4433,2024-11-08 07:38:57,Laptop,Electrónica,1227.12,3,3681.36,Este,23b7316a-94c6-4d1e-9b24-cf4d144c9081
4434,2025-01-07 09:19:37,Webcam,Accesorios,562.86,2,1125.72,Sur,75919dc4-d91d-4f9f-b7c1-23a9a94c9bd3
4435,2024-09-10 14:37:11,Mouse,Accesorios,721.88,2,1443.76,Centro,c8c45917-bee9-473a-8cf0-13ee277b8459
4436,2024-07-07 16:38:20,Cargador,Accesorios,300.33,1,300.33,Este,49c7647c-9901-4a6e-8d88-bb19a49fbc09
4437,2024-10-01 15:13:32,Tablet,Electrónica,988.0,1,988.0,Este,0fffb59f-d350-4425-bc69-8facd58975b9
4438,2024-08-29 22:06:37,Laptop,Electrónica,920.09,1,920.09,Norte,c971dbb9-262d-40fe-ac6e-2b5e7856fe89
4439,2025-02-08 05:31:48,Tablet,Electrónica,491.91,1,491.91,Norte,7ca077cf-35b0-4c90-8685-41e312079adb
4440,2024-07-21 12:33:42,Cargador,Accesorios,823.92,2,1647.84,Este,ca8b7fed-b17a-45db-8bc5-3962dbffcc63
4441,2024-08-04 23:13:11,Teclado,Accesorios,1361.52,5,6807.6,Centro,84a2485b-2101-4ead-b970-b717fc85df1e
4442,2024-12-05 10:55:23,Teléfono,Electrónica,974.02,1,974.02,Sur,852de484-bb0c-47f0-a845-0e02bc713cfb
4443,2025-03-30 05:14:50,Audífonos,Accesorios,1487.53,5,7437.65,Centro,223bf8aa-5860-4ea9-9f29-e8edcdc56b13
4444,2025-01-01 16:38:06,Laptop,Electrónica,1297.1,1,1297.1,Oeste,fa65a795-8a8e-42de-a32f-6b58b030ce53
4445,2025-03-31 15:25:28,Mouse,Accesorios,1327.76,5,6638.8,Oeste,85102972-24a5-42c5-bf4e-45fe750eaf4e
4446,2024-08-20 18:24:21,Bocina,Audio,332.05,1,332.05,Oeste,d1323663-e6a1-4d31-a625-c339bb4191f0
4447,2025-06-20 11:09:42,Laptop,Electrónica,868.01,5,4340.05,Sur,6941f185-7d82-4ac1-b27b-372e00c59203
4448,2024-07-23 20:12:38,Teléfono,Electrónica,817.25,5,4086.25,Norte,1725866b-e490-4eb6-8dd1-a1049262769c
4449,2025-06-16 22:18:03,Teléfono,Electrónica,629.45,3,1888.35,Centro,4c47bae4-ee69-4a18-9a44-9b5532b326f4
4450,2025-03-12 04:36:52,Teclado,Accesorios,1164.47,1,1164.47,Este,772b6133-c86a-4768-b050-4098ef740b2f
4451,2024-09-03 09:44:33,Teclado,Accesorios,786.86,5,3934.3,Sur,65a442d6-588b-46d9-8146-ff28470232dc
4452,2025-04-16 19:55:26,Laptop,Electrónica,298.6,4,1194.4,Este,cb3dd403-b5a7-4e35-b1ee-6445b23d1684
4453,2024-09-13 19:32:34,Audífonos,Accesorios,1341.89,4,5367.56,Sur,f41241b9-4cd7-4854-a744-de3222df189b
4454,2025-05-12 13:23:16,Webcam,Accesorios,925.25,1,925.25,Oeste,c8b6ebf8-ca4d-471b-b80f-af9b02b5d82f
4455,2025-06-14 17:36:22,Audífonos,Accesorios,303.6,5,1518.0,Este,b8e9e66c-2c41-44d6-af72-48ad2fa285bb
4456,2025-01-16 07:52:13,Laptop,Electrónica,30.55,1,30.55,Centro,c84bc176-f8b2-4914-9fd1-188d20176e62
4457,2024-09-06 19:10:19,Webcam,Accesorios,12.81,3,38.43,Norte,0f45bc5b-bbff-4ef3-8576-db8b5e5bb168
4458,2025-02-02 11:17:04,Bocina,Audio,150.64,5,753.2,Oeste,39201565-2cd6-452d-b9a7-37f1be3b4eea
4459,2025-04-17 05:22:00,Webcam,Accesorios,42.76,1,42.76,Oeste,a85c9a68-2e7a-4314-81f0-d9e983f07472
4460,2024-08-14 11:36:48,Monitor,Electrónica,1152.1,2,2304.2,Sur,f85cd07f-fef9-451a-91ba-55a38dff6023
4461,2024-09-21 00:50:19,Monitor,Electrónica,527.28,4,2109.12,Oeste,43e61ae6-12d7-484f-b075-0a0b776b4687
4462,2024-09-17 01:05:46,Mouse,Accesorios,553.9,5,2769.5,Este,334ae00b-3eb5-48ff-a5ba-3ed3fdda36c9
4463,2024-12-26 11:48:18,Bocina,Audio,1386.75,5,6933.75,Este,23a2617c-8413-4c45-9a38-00c984042e2d
4464,2024-09-03 23:41:04,Mouse,Accesorios,670.78,3,2012.34,Centro,948b25b1-45d0-49f7-a69b-88b3356baf45
4465,2024-09-23 00:40:03,Webcam,Accesorios,1214.36,5,6071.8,Norte,b757bfcb-bc0e-4cab-a9d7-9484993f6aeb
4466,2025-05-05 10:19:53,Teléfono,Electrónica,200.28,1,200.28,Norte,102827e4-53cd-4168-8aca-7090350a093c
4467,2025-03-28 01:08:55,Teclado,Accesorios,739.27,1,739.27,Norte,8c27524d-826f-401e-894d-c976d2fe8de2
4468,2025-02-08 18:59:31,Teléfono,Electrónica,464.13,4,1856.52,Centro,4bc559c9-50a0-42e7-af23-b2b22639e5ae
4469,2025-03-25 12:08:12,Laptop,Electrónica,959.46,3,2878.38,Sur,c04f08a0-8bd9-4600-8e98-ce9ee288c7f2
4470,2025-03-08 07:58:45,Webcam,Accesorios,109.39,2,218.78,Norte,4a3f0897-1c08-4f39-81a3-783121dee4bc
4471,2024-11-02 17:54:09,Mouse,Accesorios,1469.49,1,1469.49,Norte,3d2be620-f407-493d-899c-0b4e3d00fd6c
4472,2024-07-29 23:00:39,Audífonos,Accesorios,1129.68,4,4518.72,Centro,7948ff95-43aa-465d-8074-b3ac1b32dfdd
4473,2025-04-08 08:27:04,Monitor,Electrónica,526.81,5,2634.05,Oeste,00937dea-4b19-4969-9d5d-dc3d87cc3762
4474,2025-01-22 11:56:38,Cargador,Accesorios,1148.14,5,5740.7,Oeste,370df9b1-b742-4aa2-9b8c-e02302651617
4475,2025-02-19 13:20:46,Mouse,Accesorios,1103.11,1,1103.11,Oeste,1ba3f858-c1cd-40db-94f7-6c60f4907446
4476,2024-07-17 13:13:02,Teléfono,Electrónica,741.74,4,2966.96,Norte,9ca1e1d9-d754-4c9d-aa51-6502ff2106c6
4477,2025-05-01 23:25:51,Laptop,Electrónica,860.28,4,3441.12,Norte,24007348-1376-434e-b58f-2a0e8b326da8
4478,2025-06-12 22:51:19,Laptop,Electrónica,548.86,2,1097.72,Oeste,69434c56-7e50-477c-892b-d6d70948d0d2
4479,2025-05-06 15:50:17,Tablet,Electrónica,1425.07,2,2850.14,Sur,0029a90b-d37b-431d-9b2e-7b74c1974cc6
4480,2024-09-25 22:59:53,Teléfono,Electrónica,1130.15,2,2260.3,Este,db251f64-182b-4335-800b-2e0b08871d33
4481,2024-11-18 11:13:30,Mouse,Accesorios,619.54,5,3097.7,Este,0cfb110e-4870-44d8-92d4-2bede51e2117
4482,2025-04-04 06:07:08,Webcam,Accesorios,1096.88,2,2193.76,Este,ed52ea19-a92b-4575-a3bd-6b9d58eeebd8
4483,2024-10-13 08:24:24,Laptop,Electrónica,1307.49,5,6537.45,Centro,bad23971-79c4-4576-bd5e-f390efd07b7d
4484,2024-11-29 15:13:51,Laptop,Electrónica,964.32,1,964.32,Sur,16739279-d8c3-4d5f-8a6e-934239d23f10
4485,2024-09-18 01:34:15,Monitor,Electrónica,668.53,2,1337.06,Sur,2e06234e-441d-4208-a9c6-a733d8d9df7d
4486,2024-07-17 09:55:16,Cargador,Accesorios,1422.93,2,2845.86,Este,e819c883-df77-4f12-ad28-672a8a18d6f1
4487,2024-11-12 18:03:55,Mouse,Accesorios,1163.04,2,2326.08,Norte,6345ccff-c640-4ed4-b566-426b6a9afdc6
